"imdb_score","movie_budget","release_month","duration","maturity_rating","aspect_ratio","nb_news_articles","actor1_star_meter","actor2_star_meter","actor3_star_meter","colour_film","nb_faces","action","adventure","scifi","thriller","musical","romance","western","sport","horror","drama","war","animation","crime","movie_meter_IMDBpro","Plot contains murder","Plot contains love","Plot contains friend","Plot contains death","Plot contains high school","Plot contains police","Plot contains new york city","Plot contains boy","Plot contains drugs","Plot contains school","Plot contains detective","Plot contains fbi","Plot contains friendship","Plot contains money","Plot contains wedding","Plot contains serial killer","Plot contains alien","Plot contains cult film","Plot contains marriage","Plot contains party","Production Company is Universal Pictures","Production Company is Paramount Pictures","Production Company is Columbia Pictures Corporation","Production Company is Warner Bros.","Production Company is New Line Cinema","Production Company is Twentieth Century Fox","Production Company is Metro-Goldwyn-Mayer (MGM)","Production Company is Touchstone Pictures","Production Company is DreamWorks","Production Company is Miramax","Production Company is Lionsgate","Production Company is Fox Searchlight Pictures","Production Company is Walt Disney Pictures","Production Company is Dimension Films","Production Company is Focus Features","Production Company is Fox 2000 Pictures","Production Company is Summit Entertainment","Production Company is Screen Gems","Production Company is Castle Rock Entertainment","Production Company is Revolution Studios"
4.9,25000000,"Oct",99,"PG-13","2.35",30,252,651,2339,"Color",3,0,0,0,1,1,1,0,0,0,1,0,0,0,14079,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,30000000,"Jan",111,"PG-13","2.35",26,367,42316,116228,"Color",1,0,0,0,0,0,1,0,0,0,0,0,0,0,4068,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,22000000,"Nov",236,"PG-13","2.35",1073,2213,19104,13516,"Color",1,0,1,0,0,0,0,1,0,0,1,0,0,0,2423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,4500000,"Oct",133,"R","2.35",1799,170,2213,5327,"Color",1,0,0,1,1,0,0,0,0,0,1,0,0,0,574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,40000000,"Oct",130,"PG","2.35",177,913,3971,9681,"Black and White",0,0,0,0,0,0,0,0,1,0,1,0,0,0,10852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,4800000,"Jan",93,"R","2.35",1963,98,8262,2650,"Color",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,12000000,"Apr",122,"PG-13","2.35",1098,11898,604,2584,"Color",8,0,0,0,0,0,1,0,0,0,0,0,0,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.1,16500000,"Aug",120,"PG","2.35",229,266,2199,4964,"Color",1,0,0,0,0,0,1,0,0,0,1,0,0,0,8249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,19000000,"Oct",93,"R","2.35",55,379,11721,6017,"Color",1,1,0,0,1,0,0,0,0,0,0,0,0,1,54489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,35000000,"Aug",105,"PG-13","2.35",131,1414,4829,6555,"Color",1,0,0,0,0,0,1,0,0,0,1,0,0,0,17493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.1,5000000,"May",95,"R","2.35",877,917,1049,1376,"Color",0,0,0,0,1,1,0,0,0,1,0,0,0,1,1526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1,15000000,"Jul",94,"R","2.35",242,135,4925,2899,"Color",5,0,0,0,1,0,0,0,0,1,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.4,32000000,"Feb",98,"R","2.35",242,1399,1428,7296,"Color",1,0,0,0,1,0,0,0,0,0,0,0,0,0,4547,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,20000000,"Dec",118,"PG-13","2.35",227,13166,6312,16454,"Color",0,0,0,0,0,1,1,0,0,0,1,0,0,0,6826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.6,30000000,"Mar",135,"PG","2.35",675,1666,3235,4838,"Color",1,1,1,0,1,0,0,0,0,0,0,0,0,0,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2900000,"Nov",113,"R","2.35",290,59702,84324,156394,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,20770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20000000,"Dec",135,"R","2.35",573,49,552,79008,"Black and White",0,0,0,0,0,1,0,0,0,0,1,0,0,0,4806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,20000000,"Jan",127,"R","2.35",2450,259,987,593,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,25000000,"Dec",111,"R","2.35",2575,719,233,1739,"Color",2,0,1,0,0,0,0,0,0,0,1,0,0,0,2801,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,5000000,"Nov",117,"R","2.35",4283,273,440,2168,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,30000000,"Jul",95,"PG-13","2.35",192,1084,4995,7584,"Color",1,0,0,1,0,0,1,0,0,0,0,0,0,0,8579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,50000000,"Sep",113,"R","2.35",107,3555,768,17109,"Color",0,0,0,0,1,0,0,0,0,0,1,0,0,1,7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,50000000,"Feb",102,"PG-13","2.35",1129,281,505,40,"Color",4,0,0,0,0,0,0,0,0,0,0,0,0,0,2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,19800000,"Sep",103,"R","2.35",647,2283,741,200,"Color",8,0,0,0,0,0,0,0,0,0,1,0,0,0,2899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,4000000,"Jul",94,"PG","2.35",4,11037,3630,167478,"Color",1,0,1,0,0,0,1,0,0,0,1,0,0,0,26449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1,3440000,"Sep",90,"R","2.35",4,3521,30388,37320,"Color",1,0,0,0,1,0,0,0,0,0,0,0,0,1,21863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,13500000,"Sep",129,"R","2.35",264,2355,1585,5268,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,13208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,50000000,"Jan",144,"R","2.35",26,1321,563,4584,"Color",0,1,0,0,1,0,0,0,0,0,1,1,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,35000000,"Dec",105,"PG-13","2.35",509,371,913,367,"Color",5,0,0,0,0,0,1,0,1,0,0,0,0,0,9145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,5000000,"Oct",124,"PG","2.35",595,671,3713,2729,"Black and White",1,0,0,0,0,0,0,0,0,0,1,0,0,0,2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4,44000000,"May",119,"PG-13","2.35",402,6237,9438,545924,"Color",0,1,1,1,0,0,0,0,0,0,0,0,0,0,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,7000000,"Apr",102,"R","2.35",2259,49,40,1764,"Color",1,0,0,0,0,0,0,0,0,0,1,0,0,1,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,38000000,"Sep",123,"R","2.35",1969,91,414,4153,"Color",0,1,0,0,0,0,0,0,1,0,1,0,0,0,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,55000000,"Apr",88,"PG","2.35",4,704,3617,4463,"Color",0,0,1,0,0,0,0,0,0,0,0,0,1,0,9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,17500000,"Nov",93,"PG","2.35",235,3638,11940,8238,"Color",5,0,0,0,0,1,0,0,0,0,1,0,0,0,35164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,19400000,"Jan",125,"PG-13","2.35",335,2038,110,35045,"Color",0,0,0,0,0,0,1,0,0,0,1,0,0,0,5820,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,10000000,"May",118,"PG-13","2.35",8,3534,13034,3605,"Color",0,0,0,0,0,0,1,0,1,0,1,0,0,0,9582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,18000000,"Mar",94,"PG-13","2.35",204,603,4421,18444,"Color",10,0,0,0,0,0,1,0,0,0,0,0,0,0,3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9,8000000,"Apr",121,"R","2.35",3327,9601,8457,12271,"Color",1,1,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,23000000,"Jul",100,"R","2.35",141,2319790,7320,43474,"Color",1,0,0,0,0,0,1,0,0,0,1,0,0,0,12002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,52000000,"Dec",118,"R","2.35",389,67207,27719,24361,"Color",1,0,0,0,0,0,0,0,0,0,1,0,0,0,3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,18000000,"Jun",127,"PG","2.35",3597,413,11084,5473,"Color",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,8550000,"Feb",119,"R","2.35",184,2452,4182,6054,"Color",2,0,0,0,1,0,0,0,0,1,0,0,0,0,11073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,4900000,"Jul",81,"PG-13","2.35",644,3501,6875,5987,"Color",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,15000000,"Jan",108,"R","2.35",18,1232,779,1545,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,5628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,35000000,"Nov",128,"R","2.35",669,379,4057,7626,"Color",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,22000000,"Aug",104,"R","2.35",324,505,1773,4043,"Color",5,0,0,0,0,0,0,0,0,0,0,0,0,0,4084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.1,39000000,"Aug",107,"PG-13","2.35",569,7538,19126,9355,"Color",1,0,0,1,0,0,1,0,0,0,1,0,0,0,3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,50000000,"Feb",101,"R","2.35",59,6313,5159,6927,"Color",1,1,1,0,1,0,0,0,0,0,0,0,0,0,6570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,25000000,"Jan",158,"R","2.35",3010,16723,2838,8485,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,18000000,"Jun",115,"PG","2.35",3065,413,2072,14907,"Color",1,1,1,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,55000000,"Jan",135,"PG","2.35",461,22983,15316,51633,"Color",1,0,0,0,0,1,0,0,0,0,1,0,0,0,6255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,2000000,"Sep",105,"R","2.35",89,4261,3461,5000,"Color",0,0,0,0,1,0,0,0,0,1,0,0,0,0,4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5000000,"Sep",112,"R","2.35",352,632,2513,22770,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,1,6210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13000000,"Dec",108,"R","2.35",12449,264,376,2586,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.3,20000000,"Sep",105,"R","2.35",1204,9620,8921,48231,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,1,7045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.6,33000000,"Jun",95,"PG-13","2.35",206,9815,5005,3736,"Color",1,1,1,0,0,0,0,0,0,0,0,0,0,1,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,20000000,"Mar",110,"PG-13","2.35",560,1863,5897,3752,"Color",1,1,0,0,0,0,0,0,1,0,1,0,0,0,3125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.9,8000000,"Apr",91,"R","2.35",435,2999,1204,8628,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,4927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,49900000,"Apr",102,"R","2.35",2176,264,651,343,"Color",3,0,1,0,0,0,0,0,0,0,0,0,0,0,4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,1066167,"Sep",90,"R","2.35",788,6570,5822,6377,"Color",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,18000000,"May",115,"PG-13","2.35",455,817,7997,18697,"Color",2,0,0,0,0,1,1,0,0,0,1,0,0,0,6128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,23000000,"Aug",141,"PG-13","2.35",221,2103,10543,25775,"Color",2,0,0,0,0,0,0,0,0,0,1,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,30000000,"Apr",111,"PG-13","2.35",2112,1087,4243,10898,"Color",0,1,0,0,1,0,0,0,0,0,1,0,0,0,2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.6,26000000,"Sep",115,"R","2.35",125,513,3555,4125,"Color",5,0,0,1,1,0,0,0,0,1,1,0,0,0,1864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,15000000,"Feb",107,"R","2.35",168,14023,5037,25717,"Color",2,0,1,0,0,0,0,1,0,0,1,0,0,1,10505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,6000000,"Jan",121,"R","2.35",1603,4274,7983,216815,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,0,5392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.9,31000000,"Sep",101,"PG-13","2.35",93,671,3213,4125,"Color",1,0,0,0,0,0,0,0,0,0,1,0,0,0,10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.3,50000000,"Oct",95,"PG","2.35",617,573,3264,1458,"Color",1,0,1,0,0,0,1,0,0,0,0,0,1,0,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,30000000,"Apr",104,"PG-13","2.35",208,4742,6045,3859,"Color",1,0,0,0,0,0,1,0,1,0,1,0,0,0,8859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.9,20000000,"Jun",99,"PG","2.35",488,4880,1724,1816,"Color",5,0,0,0,1,0,1,0,0,0,0,0,0,1,8887,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,50000000,"Apr",109,"PG","2.35",210,651,628,2216,"Color",0,0,1,1,0,0,0,0,0,0,0,0,0,0,710,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.6,6500000,"Apr",92,"R","2.35",613,1304,7886,12207,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,38000000,"Jun",106,"PG-13","2.35",2028,1737,577,886,"Color",2,1,0,0,1,0,0,0,0,0,0,0,0,1,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,26000000,"Aug",85,"PG-13","2.35",257,5357,103945,4045,"Color",0,0,0,0,1,0,0,0,0,0,0,0,0,0,4945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.5,650000,"Oct",98,"R","2.35",859,5308,5210,22122,"Color",1,0,0,1,0,0,0,0,0,1,1,0,0,0,12303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,30000000,"Apr",108,"R","2.35",9,516,1300,2985,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,1,9088,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,22000000,"Oct",105,"R","2.35",676,379,281,769,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,0,8215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,20000000,"May",113,"R","2.35",329,3264,4834,200,"Color",3,0,0,0,0,0,0,0,0,0,1,0,0,0,7935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,14000000,"Aug",123,"PG","2.35",521,2577,8347,3535,"Color",2,1,1,1,1,0,0,0,0,0,0,0,0,0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,34000000,"Sep",113,"PG-13","2.35",1699,5999,9913,11764,"Color",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,20000000,"Mar",111,"R","2.35",460,304,1646,5391,"Color",0,0,0,0,1,0,1,0,0,0,1,0,0,1,4694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,15000000,"Apr",111,"R","2.35",739,12053,21214,5755,"Color",0,0,0,0,1,0,0,0,0,0,1,0,0,0,3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,48000000,"Jul",102,"PG-13","2.35",105,513,1084,16060,"Color",4,0,0,0,0,0,1,0,0,0,0,0,0,0,10819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.3,20000000,"Feb",104,"PG-13","2.35",221,1625,1651,6743,"Color",0,0,0,0,0,0,1,0,0,0,1,0,0,0,3709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,22000000,"Aug",94,"PG","2.35",220,4834,2036,7153,"Color",2,0,0,0,0,0,0,0,0,0,0,0,0,0,6526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,20000000,"Aug",109,"R","2.35",1221,9504,38546,331300,"Color",6,1,0,1,0,0,0,0,0,0,0,0,0,0,2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,28000000,"Dec",130,"R","2.35",2017,215,49,22896,"Color",4,0,0,0,0,0,0,0,0,0,1,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,1100000,"Apr",110,"R","2.35",219,14086,40777,5163,"Color",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,1500000,"May",103,"PG-13","2.35",2,1985,1142,32994,"Color",1,0,0,0,1,0,0,0,0,1,0,0,0,0,24720,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
