"imdb_score","movie_budget","release_month","duration","maturity_rating","aspect_ratio","nb_news_articles","actor1_star_meter","actor2_star_meter","actor3_star_meter","colour_film","nb_faces","action","adventure","scifi","thriller","musical","romance","western","sport","horror","drama","war","animation","crime","movie_meter_IMDBpro","Plot contains murder","Plot contains love","Plot contains friend","Plot contains death","Plot contains high school","Plot contains police","Plot contains new york city","Plot contains boy","Plot contains drugs","Plot contains school","Plot contains detective","Plot contains fbi","Plot contains friendship","Plot contains money","Plot contains wedding","Plot contains serial killer","Plot contains alien","Plot contains cult film","Plot contains marriage","Plot contains party","Production Company is Universal Pictures","Production Company is Paramount Pictures","Production Company is Columbia Pictures Corporation","Production Company is Warner Bros.","Production Company is New Line Cinema","Production Company is Twentieth Century Fox","Production Company is Metro-Goldwyn-Mayer (MGM)","Production Company is Touchstone Pictures","Production Company is DreamWorks","Production Company is Miramax","Production Company is Lionsgate","Production Company is Fox Searchlight Pictures","Production Company is Walt Disney Pictures","Production Company is Dimension Films","Production Company is Focus Features","Production Company is Fox 2000 Pictures","Production Company is Summit Entertainment","Production Company is Screen Gems","Production Company is Castle Rock Entertainment","Production Company is Revolution Studios"
6.7,20000000,"Mar",127,"PG","2.35",309,4645,6751,6230,"Color",1,0,0,0,0,1,0,0,0,0,1,0,0,0,3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9,6000000,"Jan",109,"R","2.35",3308,2586,27444,14005,"Color",0,0,0,0,0,0,0,0,1,0,1,0,0,0,3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12500000,"Apr",118,"PG","2.35",144,2999,7667,4461,"Black and White",0,0,0,0,0,0,0,0,1,0,1,0,0,0,24886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,50000000,"Dec",115,"PG-13","2.35",143,566,1232,1936,"Color",1,0,0,0,0,0,1,0,0,0,1,0,0,0,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,35000000,"Nov",118,"PG","2.35",150,6476,2440,3898,"Color",0,1,1,1,1,0,0,0,0,0,0,0,0,0,8176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,21500000,"Jul",117,"R","2.35",166,411,406,4125,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,1,9374,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.9,38000000,"Apr",120,"PG-13","2.35",4166,740,1113,3417,"Color",1,0,0,0,0,0,1,0,0,0,1,0,0,0,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.8,27000000,"Sep",99,"R","2.35",235,1200,4461,2773,"Color",1,1,0,1,1,0,0,0,0,0,0,0,0,1,8795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,35000000,"Sep",106,"PG-13","2.35",2120,41868,99110,13337,"Color",1,1,0,0,1,0,0,0,0,0,0,0,0,0,6776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.6,27000000,"Oct",115,"R","2.35",6,856,2339,3754,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,1,7102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,8000000,"Jan",94,"R","2.35",786,432,3611,2246,"Color",3,0,0,0,0,0,1,0,0,0,0,0,0,0,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,25000000,"Aug",97,"PG-13","2.35",895,18,1265,1970,"Color",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,10000000,"Jan",93,"R","2.35",3,1259,5450,27604,"Color",2,0,0,1,0,0,0,0,0,1,0,0,0,0,66740,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,12500000,"Jan",117,"PG-13","2.35",192,341,3866,6017,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,6244087,"Jun",144,"R","2.35",647,361520,7293,7891,"Color",1,1,1,0,0,0,0,1,0,0,0,0,0,0,4399,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15000000,"Mar",116,"R","2.35",395,2481,4487,8105,"Black and White",0,0,0,0,0,1,0,0,0,0,1,0,0,0,4742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15000000,"Sep",104,"R","2.35",261,3638,5623,710093,"Color",2,0,0,0,0,0,0,0,0,0,1,0,0,0,64252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,40000000,"Feb",107,"PG","2.35",466,483,5905,7186,"Color",3,0,0,0,0,0,1,0,0,0,1,0,0,0,10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.4,1200000,"Jan",99,"R","2.35",2408,104,1366,3326,"Color",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,25500000,"Mar",144,"R","2.35",338,376,3069,1807,"Color",6,0,0,0,1,0,0,0,0,0,1,0,0,1,7262,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,27500000,"Jun",131,"PG","2.35",241,7233,14752,7071,"Color",0,1,1,0,1,0,0,0,0,0,0,0,0,0,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,30000000,"Oct",130,"PG-13","2.35",1035,1992,1749,1159,"Color",3,0,0,0,1,0,0,0,0,0,1,0,0,0,7481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,10700000,"Jun",120,"PG","2.35",998,4669,8666,2870,"Color",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,40000000,"Jun",134,"R","2.35",1017,2235,2888,3924,"Color",0,0,0,0,1,0,0,0,0,1,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2500000,"Jul",107,"R","2.35",17,1807,620,1049,"Color",1,0,0,0,0,0,0,0,0,0,1,0,0,0,24874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,1700000,"Feb",138,"R","2.35",39,4548,655,2072,"Color",1,0,0,0,0,0,0,0,0,0,1,0,0,1,7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,20000000,"Jul",96,"PG-13","2.35",147,3780,9858,1195,"Color",0,0,1,1,1,0,0,0,0,0,0,0,0,1,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,50000000,"Dec",119,"R","2.35",427,1278,1448,1223,"Color",8,0,1,0,0,0,0,0,0,0,1,0,0,0,4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.8,55000000,"Dec",118,"PG-13","2.35",153,150,66210,13992,"Color",2,0,0,0,0,0,0,0,0,0,0,0,0,0,9903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6000000,"Aug",99,"R","2.35",806,2310,9097,4595,"Color",2,0,0,0,0,0,1,0,0,0,1,0,0,0,11154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,45000000,"Sep",94,"R","2.35",650,281,7445,49526,"Color",1,1,0,1,1,0,0,0,0,1,0,0,0,0,4723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.5,650000,"Jun",84,"R","2.35",15,3750,12851,42151,"Color",2,0,0,0,0,0,0,0,0,0,0,0,0,0,30120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,32000000,"Mar",119,"R","2.35",836,1248,9721,4088,"Color",0,1,0,1,1,0,0,0,0,0,0,0,0,1,7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,33000000,"Sep",108,"R","2.35",857,1504,913,44200,"Color",0,1,0,1,1,0,0,0,0,1,0,0,0,0,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,45000000,"Mar",129,"R","2.35",647,341,3000,14681,"Color",2,0,0,0,1,0,0,0,0,0,1,0,0,1,1372,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,40000000,"Sep",119,"PG-13","2.35",1664,1499,8028,18747,"Color",0,1,1,1,1,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,26000000,"Aug",100,"R","2.35",1355,913,1850,9681,"Color",0,1,0,0,0,0,0,0,0,1,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,13000000,"Jan",118,"R","2.35",1716,3900,335,12077,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9,25000000,"Dec",116,"R","2.35",6517,49,12841,39331,"Color",2,0,0,0,0,0,0,0,1,0,1,0,0,0,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2800000,"Sep",86,"R","2.35",8,2997,2358,13992,"Color",2,0,0,0,0,0,0,0,1,0,0,0,0,0,20751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4,54000000,"Aug",121,"R","2.35",585,19541,16112,227538,"Color",0,0,0,0,0,0,1,0,0,0,0,0,0,1,6767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.2,35000000,"Jan",101,"R","2.35",126,3501,8127,6725,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,1,8696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.4,15000000,"Jul",108,"R","2.35",147,3251,12692,136,"Color",0,0,0,0,0,0,0,0,0,1,0,0,0,0,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,48000000,"Mar",112,"R","2.35",829,364,5037,9955,"Color",0,0,0,0,1,0,0,0,0,0,1,0,0,1,3293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,35000000,"Oct",123,"PG","2.35",862,1666,3866,2392,"Color",0,0,0,0,0,0,0,0,1,0,1,0,0,0,5359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,2000000,"Sep",129,"PG-13","2.35",45,20642,14344,25425,"Color",7,0,0,0,0,0,0,0,0,0,1,0,0,0,10532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,17000000,"Aug",116,"PG-13","2.35",574,2814,6302,7445,"Color",7,0,0,0,0,1,0,0,0,0,1,0,0,0,15635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,10000000,"Jan",96,"R","2.35",160,1227,8849,4125,"Color",0,0,0,0,1,0,0,0,0,0,1,0,0,1,19929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,10000000,"Feb",129,"PG-13","2.35",100,2423,4096,5892,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,16755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,22000000,"Aug",139,"R","2.35",167,1739,6088,7910,"Color",0,0,0,0,0,0,1,1,0,0,1,0,0,0,5677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.7,18000000,"Feb",96,"PG-13","2.35",253,3474,7234,29790,"Color",2,1,0,0,1,0,0,0,0,0,1,0,0,1,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,36000000,"Oct",106,"PG-13","2.35",874,6426,3509,5807,"Color",2,0,0,1,1,0,0,0,0,0,1,0,0,0,2510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,30000000,"Mar",92,"R","2.35",24,304,2795,3559,"Color",0,1,0,0,1,0,0,0,0,0,1,0,0,1,75716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,35000000,"Jan",122,"R","2.35",94,2038,1429,3555,"Color",1,0,0,0,0,0,0,0,0,0,1,0,0,0,9511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,44500000,"Oct",130,"R","2.35",6786,2048,3874,1816,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,32500000,"May",131,"R","2.35",7680,5440,249,25946,"Color",6,0,0,0,0,0,1,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,35000000,"Nov",133,"PG-13","2.35",2227,151,3390,2614,"Color",1,0,0,0,0,0,0,0,1,0,1,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,46000000,"Jun",105,"PG-13","2.35",297,513,5593,1635,"Color",1,0,0,0,0,0,1,0,0,0,0,0,0,0,3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,28000000,"Oct",93,"R","2.35",47,2312,57010,15473,"Color",2,1,0,0,1,0,0,0,0,0,0,0,0,1,10917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,15800000,"May",108,"PG","2.35",25,213878,1258,11744,"Color",1,1,1,0,0,0,0,0,0,0,0,0,0,0,4108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,3200000,"Oct",95,"R","2.35",674,1339,1468,4433,"Color",0,1,0,0,1,0,0,0,0,1,0,0,0,0,7955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.1,16000000,"Sep",101,"R","2.35",1067,4096,2320,1736,"Color",2,0,0,0,0,0,0,0,0,1,0,0,0,0,6457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,20000000,"Oct",119,"PG-13","2.35",31,864,517,370,"Color",1,1,1,0,0,0,1,1,0,0,1,0,0,0,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,35000000,"Sep",96,"R","2.35",285,133,8004,2919,"Color",1,1,0,0,1,0,0,0,0,0,1,0,0,1,9468,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,39000000,"Jun",125,"PG","2.35",307,3124,5651,8514,"Color",1,1,0,1,0,0,0,0,0,0,0,0,0,0,5455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,2800000,"Jun",107,"R","2.35",191,4719,13744,12271,"Color",2,0,0,0,0,0,0,0,0,1,0,0,0,0,5344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,50000000,"Apr",137,"R","2.35",527,20,3958,24254,"Color",3,0,0,0,1,0,0,0,0,0,1,0,0,1,3153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,10000000,"Jan",100,"PG-13","2.35",82,6119,4130,22210,"Color",1,0,0,0,0,0,1,0,0,1,1,0,0,0,49699,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,30000000,"Sep",106,"PG-13","2.35",175,4046,1181,3887,"Color",1,0,0,0,1,0,0,0,0,0,1,0,0,1,10764,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,30000000,"Jul",130,"PG","2.35",317,7626,8347,9244,"Color",1,1,1,0,1,0,0,0,0,0,0,0,0,0,3624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,40000000,"Feb",123,"R","2.35",1,133,5906,11529,"Color",1,0,0,0,1,0,0,0,0,0,0,0,0,0,4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,14000000,"Mar",95,"R","2.35",48,7445,14454,95437,"Color",2,1,0,0,1,0,0,0,0,0,0,0,0,1,9736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,850000,"Oct",88,"R","2.35",15,16962,325944,19619,"Color",1,0,0,0,0,0,1,0,1,0,0,0,0,0,34984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,40000000,"Mar",125,"PG-13","2.35",1764,14928,16425,2769,"Color",3,1,1,1,1,0,1,0,0,0,0,0,0,0,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,11000000,"Oct",110,"PG-13","2.35",294,8126,7393,3638,"Color",5,0,0,0,0,0,0,0,0,0,1,0,0,0,6146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,25000000,"Apr",122,"PG-13","2.35",754,491,4548,2450,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,1,10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,1000000,"Oct",89,"R","2.35",91,135,4723,1826,"Color",0,0,0,0,0,0,0,0,0,1,0,0,0,0,7281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.9,12000000,"Oct",99,"R","2.35",384,8937,8971,42601,"Color",1,0,0,0,1,0,0,0,0,0,0,0,0,0,3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,20000000,"Dec",115,"R","2.35",4575,210,8350,4706,"Color",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.6,20000000,"May",96,"PG-13","2.35",7731,281,8716,3834,"Color",2,1,0,0,1,0,0,0,0,0,0,0,0,1,1125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,24000000,"Nov",98,"R","2.35",991,130,2482,7445,"Color",1,1,0,0,1,0,0,0,0,0,1,0,0,1,2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,25000000,"Sep",140,"PG-13","2.35",2356,20,1389,9751,"Color",1,0,0,0,0,0,0,0,1,0,1,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.1,50000000,"Feb",90,"R","2.35",232,3594,2985,6594,"Color",1,1,0,0,1,0,0,0,0,0,1,0,0,1,4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,20000000,"Aug",111,"R","2.35",298,1451,1037,5471,"Color",0,1,0,0,1,0,0,0,0,0,0,0,0,1,6366,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,35000000,"Sep",91,"R","2.35",36,6602,9239,72941,"Color",0,1,0,0,1,0,0,0,0,0,0,0,0,0,21017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,14000000,"Feb",97,"R","2.35",240,170,6790,3378,"Color",3,0,0,0,0,0,0,0,0,0,1,0,0,1,21135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,28000000,"May",118,"PG","2.35",495,413,12900,1801,"Color",2,1,1,0,0,0,0,0,0,0,0,0,0,0,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,11000000,"May",125,"PG","2.35",60620,413,4459,11084,"Color",1,1,1,1,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,38000000,"Dec",110,"PG-13","2.35",5649,150,411,72092,"Color",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,15000000,"Aug",108,"R","2.35",360,3563,27724,3497,"Color",2,1,0,0,1,0,0,0,0,0,0,0,0,1,4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
